CourseCode,TeacherId,ReportedHours,AssignedHours,CompKey
I-3969,19930508-0061,145.0,140.0,TEAS_I-3969_19930508-0061
I-3970,19570826-0012,256.0,240.0,TEAS_I-3970_19570826-0012
I-3970,19770224-0058,115.0,120.0,TEAS_I-3970_19770224-0058
I-3970,19900426-0089,147.0,140.0,TEAS_I-3970_19900426-0089
I-3971,19620831-0024,241.0,240.0,TEAS_I-3971_19620831-0024
I-3971,19751018-0039,146.0,140.0,TEAS_I-3971_19751018-0039
I-3971,19900426-0089,112.0,120.0,TEAS_I-3971_19900426-0089
I-3972,19600814-0002,261.0,280.0,TEAS_I-3972_19600814-0002
I-3972,19770224-0058,150.0,140.0,TEAS_I-3972_19770224-0058
I-3972,19910421-0067,97.0,100.0,TEAS_I-3972_19910421-0067
I-3973,19561222-0030,260.0,280.0,TEAS_I-3973_19561222-0030
I-3973,19781130-0054,120.0,100.0,TEAS_I-3973_19781130-0054
I-3974,19690917-0022,250.0,260.0,TEAS_I-3974_19690917-0022
I-3974,19750722-0060,109.0,100.0,TEAS_I-3974_19750722-0060
I-3974,19900430-0112,128.0,140.0,TEAS_I-3974_19900430-0112
I-3975,19650303-0019,245.0,240.0,TEAS_I-3975_19650303-0019
I-3975,19761009-0055,103.0,120.0,TEAS_I-3975_19761009-0055
I-3975,19931226-0118,117.0,120.0,TEAS_I-3975_19931226-0118
I-3976,19570828-0008,292.0,280.0,TEAS_I-3976_19570828-0008
I-3976,19780815-0047,83.0,100.0,TEAS_I-3976_19780815-0047
I-3976,19930302-0135,141.0,140.0,TEAS_I-3976_19930302-0135
I-3977,19610620-0006,258.0,240.0,TEAS_I-3977_19610620-0006
I-3977,19770713-0042,115.0,120.0,TEAS_I-3977_19770713-0042
I-3978,19570828-0008,292.0,280.0,TEAS_I-3978_19570828-0008
I-3978,19790708-0041,110.0,100.0,TEAS_I-3978_19790708-0041
I-3979,19561222-0030,260.0,260.0,TEAS_I-3979_19561222-0030
I-3979,19750102-0059,139.0,140.0,TEAS_I-3979_19750102-0059
I-3979,19900430-0112,87.0,100.0,TEAS_I-3979_19900430-0112
I-3980,19561222-0030,300.0,280.0,TEAS_I-3980_19561222-0030
I-3980,19750220-0037,100.0,100.0,TEAS_I-3980_19750220-0037
I-3980,19900426-0089,157.0,140.0,TEAS_I-3980_19900426-0089
I-3981,19610623-0005,289.0,280.0,TEAS_I-3981_19610623-0005
I-3981,19771013-0040,94.0,100.0,TEAS_I-3981_19771013-0040
I-3982,19560705-0025,242.0,260.0,TEAS_I-3982_19560705-0025
I-3982,19790708-0041,83.0,100.0,TEAS_I-3982_19790708-0041
I-3983,19660630-0020,220.0,240.0,TEAS_I-3983_19660630-0020
I-3983,19750512-0043,116.0,100.0,TEAS_I-3983_19750512-0043
I-3984,19690917-0022,224.0,240.0,TEAS_I-3984_19690917-0022
I-3984,19781130-0054,125.0,140.0,TEAS_I-3984_19781130-0054
I-3985,19580218-0007,263.0,260.0,TEAS_I-3985_19580218-0007
I-3985,19790702-0038,139.0,140.0,TEAS_I-3985_19790702-0038
I-3986,19570615-0011,230.0,240.0,TEAS_I-3986_19570615-0011
I-3986,19761020-0044,116.0,100.0,TEAS_I-3986_19761020-0044
I-3986,19900616-0124,139.0,120.0,TEAS_I-3986_19900616-0124
I-3987,19561222-0030,286.0,280.0,TEAS_I-3987_19561222-0030
I-3987,19770224-0058,127.0,120.0,TEAS_I-3987_19770224-0058
I-3988,19580218-0007,220.0,240.0,TEAS_I-3988_19580218-0007
I-3988,19780317-0052,149.0,140.0,TEAS_I-3988_19780317-0052
I-3988,19930414-0106,127.0,140.0,TEAS_I-3988_19930414-0106
I-3989,19620424-0026,272.0,280.0,TEAS_I-3989_19620424-0026
I-3989,19781130-0054,100.0,100.0,TEAS_I-3989_19781130-0054
I-3989,19910514-0068,109.0,120.0,TEAS_I-3989_19910514-0068
I-3990,19640414-0013,247.0,260.0,TEAS_I-3990_19640414-0013
I-3990,19770713-0042,91.0,100.0,TEAS_I-3990_19770713-0042
I-3990,19921123-0108,103.0,120.0,TEAS_I-3990_19921123-0108
I-3991,19611219-0014,253.0,240.0,TEAS_I-3991_19611219-0014
I-3991,19761009-0055,122.0,140.0,TEAS_I-3991_19761009-0055
I-3992,19600529-0021,272.0,280.0,TEAS_I-3992_19600529-0021
I-3992,19750417-0051,128.0,140.0,TEAS_I-3992_19750417-0051
I-3993,19560612-0010,261.0,260.0,TEAS_I-3993_19560612-0010
I-3993,19750705-0033,126.0,120.0,TEAS_I-3993_19750705-0033
I-3994,19630126-0001,248.0,260.0,TEAS_I-3994_19630126-0001
I-3994,19761009-0055,114.0,100.0,TEAS_I-3994_19761009-0055
I-3994,19900701-0138,100.0,100.0,TEAS_I-3994_19900701-0138
I-3995,19620424-0026,235.0,240.0,TEAS_I-3995_19620424-0026
I-3995,19770224-0058,114.0,120.0,TEAS_I-3995_19770224-0058
I-3995,19901029-0071,129.0,120.0,TEAS_I-3995_19901029-0071
I-3996,19640414-0013,226.0,240.0,TEAS_I-3996_19640414-0013
I-3996,19790426-0049,92.0,100.0,TEAS_I-3996_19790426-0049
I-3996,19930709-0100,80.0,100.0,TEAS_I-3996_19930709-0100
I-3997,19570826-0012,277.0,280.0,TEAS_I-3997_19570826-0012
I-3997,19780424-0057,116.0,120.0,TEAS_I-3997_19780424-0057
I-3997,19930616-0127,125.0,140.0,TEAS_I-3997_19930616-0127
I-3998,19610620-0006,297.0,280.0,TEAS_I-3998_19610620-0006
I-3998,19750906-0032,101.0,120.0,TEAS_I-3998_19750906-0032
I-3999,19560705-0025,268.0,260.0,TEAS_I-3999_19560705-0025
I-3999,19750512-0043,120.0,120.0,TEAS_I-3999_19750512-0043
I-4000,19660630-0020,296.0,280.0,TEAS_I-4000_19660630-0020
I-4000,19750331-0036,124.0,120.0,TEAS_I-4000_19750331-0036
I-4000,19921127-0120,112.0,120.0,TEAS_I-4000_19921127-0120
I-4001,19560705-0025,293.0,280.0,TEAS_I-4001_19560705-0025
I-4001,19751018-0039,123.0,140.0,TEAS_I-4001_19751018-0039
I-4001,19910403-0131,133.0,140.0,TEAS_I-4001_19910403-0131
I-4002,19650303-0019,299.0,280.0,TEAS_I-4002_19650303-0019
I-4002,19761020-0044,107.0,120.0,TEAS_I-4002_19761020-0044
I-4003,19610918-0027,241.0,240.0,TEAS_I-4003_19610918-0027
I-4003,19790618-0048,158.0,140.0,TEAS_I-4003_19790618-0048
I-4004,19570615-0011,243.0,260.0,TEAS_I-4004_19570615-0011
I-4004,19760524-0046,112.0,100.0,TEAS_I-4004_19760524-0046
I-4005,19601021-0018,261.0,280.0,TEAS_I-4005_19601021-0018
I-4005,19750705-0033,96.0,100.0,TEAS_I-4005_19750705-0033
I-4005,19900211-0140,90.0,100.0,TEAS_I-4005_19900211-0140
I-4006,19600814-0002,244.0,240.0,TEAS_I-4006_19600814-0002
I-4006,19750220-0037,84.0,100.0,TEAS_I-4006_19750220-0037
I-4006,19921002-0129,98.0,100.0,TEAS_I-4006_19921002-0129
I-4007,19640220-0029,221.0,240.0,TEAS_I-4007_19640220-0029
I-4007,19750512-0043,145.0,140.0,TEAS_I-4007_19750512-0043
I-4008,19690513-0015,278.0,280.0,TEAS_I-4008_19690513-0015
I-4008,19780424-0057,119.0,100.0,TEAS_I-4008_19780424-0057
I-4008,19931212-0079,82.0,100.0,TEAS_I-4008_19931212-0079
I-4009,19590129-0004,266.0,280.0,TEAS_I-4009_19590129-0004
I-4009,19780424-0057,147.0,140.0,TEAS_I-4009_19780424-0057
I-4010,19620831-0024,272.0,280.0,TEAS_I-4010_19620831-0024
I-4010,19790426-0049,102.0,100.0,TEAS_I-4010_19790426-0049
I-4011,19630126-0001,225.0,240.0,TEAS_I-4011_19630126-0001
I-4011,19750705-0033,113.0,100.0,TEAS_I-4011_19750705-0033
I-4012,19600814-0002,279.0,260.0,TEAS_I-4012_19600814-0002
I-4012,19760108-0050,106.0,100.0,TEAS_I-4012_19760108-0050
I-4013,19620831-0024,248.0,240.0,TEAS_I-4013_19620831-0024
I-4013,19790618-0048,127.0,120.0,TEAS_I-4013_19790618-0048
I-4014,19620424-0026,263.0,280.0,TEAS_I-4014_19620424-0026
I-4014,19790708-0041,129.0,140.0,TEAS_I-4014_19790708-0041
I-4015,19640220-0029,290.0,280.0,TEAS_I-4015_19640220-0029
I-4015,19770224-0058,160.0,140.0,TEAS_I-4015_19770224-0058
I-4016,19690917-0022,271.0,280.0,TEAS_I-4016_19690917-0022
I-4016,19780424-0057,83.0,100.0,TEAS_I-4016_19780424-0057
I-4017,19600905-0003,278.0,260.0,TEAS_I-4017_19600905-0003
I-4017,19750512-0043,118.0,120.0,TEAS_I-4017_19750512-0043
I-4018,19580218-0007,270.0,280.0,TEAS_I-4018_19580218-0007
I-4018,19761009-0055,110.0,120.0,TEAS_I-4018_19761009-0055
I-4018,19910327-0096,134.0,140.0,TEAS_I-4018_19910327-0096
I-4019,19640414-0013,242.0,240.0,TEAS_I-4019_19640414-0013
I-4019,19750331-0036,136.0,140.0,TEAS_I-4019_19750331-0036
I-4019,19900426-0089,117.0,120.0,TEAS_I-4019_19900426-0089
I-4020,19650303-0019,284.0,280.0,TEAS_I-4020_19650303-0019
I-4020,19761009-0055,115.0,100.0,TEAS_I-4020_19761009-0055
I-4020,19930221-0139,112.0,100.0,TEAS_I-4020_19930221-0139
I-4021,19690917-0022,255.0,260.0,TEAS_I-4021_19690917-0022
I-4021,19750417-0051,115.0,120.0,TEAS_I-4021_19750417-0051
I-4022,19640220-0029,294.0,280.0,TEAS_I-4022_19640220-0029
I-4022,19781130-0054,122.0,140.0,TEAS_I-4022_19781130-0054
I-4022,19910403-0131,105.0,100.0,TEAS_I-4022_19910403-0131
I-4023,19680712-0028,286.0,280.0,TEAS_I-4023_19680712-0028
I-4023,19761020-0044,141.0,140.0,TEAS_I-4023_19761020-0044
I-4023,19910101-0133,144.0,140.0,TEAS_I-4023_19910101-0133
I-4024,19650303-0019,259.0,260.0,TEAS_I-4024_19650303-0019
I-4024,19761009-0055,140.0,140.0,TEAS_I-4024_19761009-0055
I-4024,19920320-0121,84.0,100.0,TEAS_I-4024_19920320-0121
I-4025,19640220-0029,243.0,240.0,TEAS_I-4025_19640220-0029
I-4025,19790426-0049,102.0,120.0,TEAS_I-4025_19790426-0049
I-4025,19901026-0111,96.0,100.0,TEAS_I-4025_19901026-0111
I-4026,19580218-0007,255.0,260.0,TEAS_I-4026_19580218-0007
I-4026,19750906-0032,102.0,100.0,TEAS_I-4026_19750906-0032
I-4027,19620522-0023,276.0,260.0,TEAS_I-4027_19620522-0023
I-4027,19790618-0048,108.0,100.0,TEAS_I-4027_19790618-0048
I-4027,19901011-0119,127.0,140.0,TEAS_I-4027_19901011-0119
I-4028,19630126-0001,295.0,280.0,TEAS_I-4028_19630126-0001
I-4028,19780424-0057,147.0,140.0,TEAS_I-4028_19780424-0057
I-4029,19660630-0020,251.0,240.0,TEAS_I-4029_19660630-0020
I-4029,19750906-0032,83.0,100.0,TEAS_I-4029_19750906-0032
I-4030,19640220-0029,243.0,260.0,TEAS_I-4030_19640220-0029
I-4030,19750122-0056,102.0,120.0,TEAS_I-4030_19750122-0056
I-4031,19580515-0017,242.0,240.0,TEAS_I-4031_19580515-0017
I-4031,19780317-0052,121.0,140.0,TEAS_I-4031_19780317-0052
I-4032,19590129-0004,228.0,240.0,TEAS_I-4032_19590129-0004
I-4032,19790717-0045,128.0,120.0,TEAS_I-4032_19790717-0045
I-4033,19600905-0003,250.0,240.0,TEAS_I-4033_19600905-0003
I-4033,19780317-0052,114.0,120.0,TEAS_I-4033_19780317-0052
I-4033,19920505-0115,134.0,140.0,TEAS_I-4033_19920505-0115
I-4034,19690917-0022,240.0,240.0,TEAS_I-4034_19690917-0022
I-4034,19790708-0041,127.0,140.0,TEAS_I-4034_19790708-0041
I-4034,19900801-0130,123.0,120.0,TEAS_I-4034_19900801-0130
I-4035,19620831-0024,258.0,260.0,TEAS_I-4035_19620831-0024
I-4035,19760524-0046,122.0,120.0,TEAS_I-4035_19760524-0046
I-4035,19931118-0062,150.0,140.0,TEAS_I-4035_19931118-0062
I-4036,19600529-0021,249.0,260.0,TEAS_I-4036_19600529-0021
I-4036,19770224-0058,138.0,140.0,TEAS_I-4036_19770224-0058
I-4036,19901026-0111,131.0,140.0,TEAS_I-4036_19901026-0111
I-4037,19610918-0027,241.0,260.0,TEAS_I-4037_19610918-0027
I-4037,19750122-0056,118.0,100.0,TEAS_I-4037_19750122-0056
I-4038,19600814-0002,266.0,260.0,TEAS_I-4038_19600814-0002
I-4038,19750331-0036,141.0,140.0,TEAS_I-4038_19750331-0036
I-4039,19680712-0028,274.0,260.0,TEAS_I-4039_19680712-0028
I-4039,19790702-0038,122.0,140.0,TEAS_I-4039_19790702-0038
I-4040,19610620-0006,236.0,240.0,TEAS_I-4040_19610620-0006
I-4040,19750722-0060,152.0,140.0,TEAS_I-4040_19750722-0060
I-4041,19601021-0018,278.0,260.0,TEAS_I-4041_19601021-0018
I-4041,19750417-0051,99.0,100.0,TEAS_I-4041_19750417-0051
I-4041,19931226-0118,136.0,120.0,TEAS_I-4041_19931226-0118
I-4042,19560705-0025,234.0,240.0,TEAS_I-4042_19560705-0025
I-4042,19770224-0058,110.0,100.0,TEAS_I-4042_19770224-0058
I-4043,19620831-0024,298.0,280.0,TEAS_I-4043_19620831-0024
I-4043,19750102-0059,110.0,100.0,TEAS_I-4043_19750102-0059
I-4043,19900128-0095,110.0,100.0,TEAS_I-4043_19900128-0095
I-4044,19640414-0013,269.0,280.0,TEAS_I-4044_19640414-0013
I-4044,19781217-0053,91.0,100.0,TEAS_I-4044_19781217-0053
I-4045,19580218-0007,237.0,240.0,TEAS_I-4045_19580218-0007
I-4045,19790618-0048,123.0,140.0,TEAS_I-4045_19790618-0048
I-4045,19921123-0108,115.0,120.0,TEAS_I-4045_19921123-0108
I-4046,19601021-0018,248.0,240.0,TEAS_I-4046_19601021-0018
I-4046,19780602-0035,139.0,140.0,TEAS_I-4046_19780602-0035
I-4046,19931212-0079,112.0,100.0,TEAS_I-4046_19931212-0079
I-4047,19611219-0014,280.0,280.0,TEAS_I-4047_19611219-0014
I-4047,19760108-0050,158.0,140.0,TEAS_I-4047_19760108-0050
I-4047,19920917-0109,128.0,120.0,TEAS_I-4047_19920917-0109
I-4048,19660630-0020,240.0,260.0,TEAS_I-4048_19660630-0020
I-4048,19771013-0040,91.0,100.0,TEAS_I-4048_19771013-0040
I-4049,19680712-0028,229.0,240.0,TEAS_I-4049_19680712-0028
I-4049,19750331-0036,159.0,140.0,TEAS_I-4049_19750331-0036
I-4050,19580515-0017,272.0,260.0,TEAS_I-4050_19580515-0017
I-4050,19780317-0052,138.0,140.0,TEAS_I-4050_19780317-0052
I-4050,19900124-0064,87.0,100.0,TEAS_I-4050_19900124-0064
I-4051,19560812-0016,260.0,240.0,TEAS_I-4051_19560812-0016
I-4051,19751018-0039,93.0,100.0,TEAS_I-4051_19751018-0039
I-4052,19680712-0028,269.0,260.0,TEAS_I-4052_19680712-0028
I-4052,19790702-0038,141.0,140.0,TEAS_I-4052_19790702-0038
I-4053,19580515-0017,274.0,280.0,TEAS_I-4053_19580515-0017
I-4053,19780602-0035,106.0,120.0,TEAS_I-4053_19780602-0035
I-4053,19930616-0127,116.0,100.0,TEAS_I-4053_19930616-0127
I-4054,19640220-0029,248.0,260.0,TEAS_I-4054_19640220-0029
I-4054,19761020-0044,131.0,120.0,TEAS_I-4054_19761020-0044
I-4055,19660630-0020,282.0,280.0,TEAS_I-4055_19660630-0020
I-4055,19750417-0051,109.0,100.0,TEAS_I-4055_19750417-0051
I-4056,19600814-0002,274.0,260.0,TEAS_I-4056_19600814-0002
I-4056,19790426-0049,152.0,140.0,TEAS_I-4056_19790426-0049
I-4057,19570826-0012,300.0,280.0,TEAS_I-4057_19570826-0012
I-4057,19790702-0038,131.0,140.0,TEAS_I-4057_19790702-0038
I-4058,19580218-0007,276.0,260.0,TEAS_I-4058_19580218-0007
I-4058,19771013-0040,131.0,140.0,TEAS_I-4058_19771013-0040
I-4058,19910514-0068,110.0,120.0,TEAS_I-4058_19910514-0068
I-4059,19650303-0019,258.0,240.0,TEAS_I-4059_19650303-0019
I-4059,19761024-0034,115.0,100.0,TEAS_I-4059_19761024-0034
I-4060,19650303-0019,226.0,240.0,TEAS_I-4060_19650303-0019
I-4060,19780815-0047,85.0,100.0,TEAS_I-4060_19780815-0047
I-4061,19640414-0013,225.0,240.0,TEAS_I-4061_19640414-0013
I-4061,19750417-0051,155.0,140.0,TEAS_I-4061_19750417-0051
I-4062,19600814-0002,257.0,240.0,TEAS_I-4062_19600814-0002
I-4062,19790702-0038,119.0,120.0,TEAS_I-4062_19790702-0038
I-4062,19921208-0097,123.0,140.0,TEAS_I-4062_19921208-0097
I-4063,19660630-0020,256.0,260.0,TEAS_I-4063_19660630-0020
I-4063,19770713-0042,112.0,100.0,TEAS_I-4063_19770713-0042
I-4063,19900426-0089,83.0,100.0,TEAS_I-4063_19900426-0089
I-4064,19650303-0019,299.0,280.0,TEAS_I-4064_19650303-0019
I-4064,19781217-0053,126.0,120.0,TEAS_I-4064_19781217-0053
I-4064,19930829-0082,94.0,100.0,TEAS_I-4064_19930829-0082
I-4065,19570826-0012,279.0,260.0,TEAS_I-4065_19570826-0012
I-4065,19770224-0058,140.0,120.0,TEAS_I-4065_19770224-0058
I-4066,19570826-0012,221.0,240.0,TEAS_I-4066_19570826-0012
I-4066,19780815-0047,155.0,140.0,TEAS_I-4066_19780815-0047
I-4067,19660630-0020,248.0,240.0,TEAS_I-4067_19660630-0020
I-4067,19761020-0044,146.0,140.0,TEAS_I-4067_19761020-0044
I-4067,19900211-0140,95.0,100.0,TEAS_I-4067_19900211-0140
I-4068,19640220-0029,260.0,260.0,TEAS_I-4068_19640220-0029
I-4068,19790708-0041,136.0,120.0,TEAS_I-4068_19790708-0041
I-4069,19690917-0022,265.0,260.0,TEAS_I-4069_19690917-0022
I-4069,19750722-0060,107.0,120.0,TEAS_I-4069_19750722-0060
I-4070,19640220-0029,274.0,280.0,TEAS_I-4070_19640220-0029
I-4070,19790708-0041,102.0,100.0,TEAS_I-4070_19790708-0041
I-4071,19610620-0006,253.0,240.0,TEAS_I-4071_19610620-0006
I-4071,19760524-0046,106.0,100.0,TEAS_I-4071_19760524-0046
I-4072,19580515-0017,276.0,280.0,TEAS_I-4072_19580515-0017
I-4072,19760108-0050,115.0,120.0,TEAS_I-4072_19760108-0050
I-4073,19610918-0027,271.0,280.0,TEAS_I-4073_19610918-0027
I-4073,19761020-0044,130.0,120.0,TEAS_I-4073_19761020-0044
I-4074,19690408-0009,269.0,280.0,TEAS_I-4074_19690408-0009
I-4074,19771013-0040,128.0,120.0,TEAS_I-4074_19771013-0040
I-4075,19610620-0006,240.0,260.0,TEAS_I-4075_19610620-0006
I-4075,19750417-0051,112.0,120.0,TEAS_I-4075_19750417-0051
I-4075,19910817-0092,122.0,140.0,TEAS_I-4075_19910817-0092
I-4076,19601021-0018,240.0,240.0,TEAS_I-4076_19601021-0018
I-4076,19780317-0052,126.0,140.0,TEAS_I-4076_19780317-0052
I-4077,19580515-0017,240.0,260.0,TEAS_I-4077_19580515-0017
I-4077,19790702-0038,120.0,140.0,TEAS_I-4077_19790702-0038
I-4077,19931118-0062,117.0,100.0,TEAS_I-4077_19931118-0062
I-4078,19690513-0015,274.0,280.0,TEAS_I-4078_19690513-0015
I-4078,19750122-0056,137.0,120.0,TEAS_I-4078_19750122-0056
I-4079,19650303-0019,271.0,280.0,TEAS_I-4079_19650303-0019
I-4079,19781125-0031,119.0,100.0,TEAS_I-4079_19781125-0031
I-4079,19910514-0068,138.0,120.0,TEAS_I-4079_19910514-0068
I-4080,19660630-0020,226.0,240.0,TEAS_I-4080_19660630-0020
I-4080,19790618-0048,151.0,140.0,TEAS_I-4080_19790618-0048
I-4081,19610623-0005,223.0,240.0,TEAS_I-4081_19610623-0005
I-4081,19770713-0042,114.0,120.0,TEAS_I-4081_19770713-0042
I-4082,19560612-0010,252.0,240.0,TEAS_I-4082_19560612-0010
I-4082,19781125-0031,151.0,140.0,TEAS_I-4082_19781125-0031
I-4083,19690513-0015,242.0,240.0,TEAS_I-4083_19690513-0015
I-4083,19761024-0034,87.0,100.0,TEAS_I-4083_19761024-0034
I-4083,19931203-0066,108.0,100.0,TEAS_I-4083_19931203-0066
I-4084,19561222-0030,270.0,280.0,TEAS_I-4084_19561222-0030
I-4084,19790708-0041,126.0,140.0,TEAS_I-4084_19790708-0041
I-4085,19640414-0013,258.0,240.0,TEAS_I-4085_19640414-0013
I-4085,19790708-0041,146.0,140.0,TEAS_I-4085_19790708-0041
I-4086,19560812-0016,237.0,240.0,TEAS_I-4086_19560812-0016
I-4086,19790618-0048,124.0,120.0,TEAS_I-4086_19790618-0048
I-4086,19930414-0106,152.0,140.0,TEAS_I-4086_19930414-0106
I-4087,19690513-0015,259.0,260.0,TEAS_I-4087_19690513-0015
I-4087,19781125-0031,127.0,120.0,TEAS_I-4087_19781125-0031
I-4088,19630126-0001,259.0,240.0,TEAS_I-4088_19630126-0001
I-4088,19780317-0052,144.0,140.0,TEAS_I-4088_19780317-0052
I-4088,19921218-0101,82.0,100.0,TEAS_I-4088_19921218-0101
I-4089,19620831-0024,281.0,280.0,TEAS_I-4089_19620831-0024
I-4089,19790702-0038,81.0,100.0,TEAS_I-4089_19790702-0038
I-4090,19650303-0019,235.0,240.0,TEAS_I-4090_19650303-0019
I-4090,19771013-0040,116.0,120.0,TEAS_I-4090_19771013-0040
I-4090,19931203-0066,143.0,140.0,TEAS_I-4090_19931203-0066
I-4091,19560812-0016,243.0,260.0,TEAS_I-4091_19560812-0016
I-4091,19790708-0041,88.0,100.0,TEAS_I-4091_19790708-0041
I-4092,19590129-0004,254.0,240.0,TEAS_I-4092_19590129-0004
I-4092,19750512-0043,116.0,100.0,TEAS_I-4092_19750512-0043
I-4093,19610620-0006,284.0,280.0,TEAS_I-4093_19610620-0006
I-4093,19780424-0057,123.0,140.0,TEAS_I-4093_19780424-0057
I-4093,19921208-0097,120.0,140.0,TEAS_I-4093_19921208-0097
I-4094,19690513-0015,273.0,260.0,TEAS_I-4094_19690513-0015
I-4094,19750102-0059,83.0,100.0,TEAS_I-4094_19750102-0059
I-4094,19900902-0090,128.0,140.0,TEAS_I-4094_19900902-0090
I-4095,19601021-0018,266.0,280.0,TEAS_I-4095_19601021-0018
I-4095,19771013-0040,118.0,120.0,TEAS_I-4095_19771013-0040
I-4095,19900701-0138,91.0,100.0,TEAS_I-4095_19900701-0138
I-4096,19610918-0027,285.0,280.0,TEAS_I-4096_19610918-0027
I-4096,19770713-0042,133.0,140.0,TEAS_I-4096_19770713-0042
I-4097,19570615-0011,250.0,260.0,TEAS_I-4097_19570615-0011
I-4097,19761020-0044,158.0,140.0,TEAS_I-4097_19761020-0044
I-4097,19910927-0128,159.0,140.0,TEAS_I-4097_19910927-0128
I-4098,19590129-0004,253.0,240.0,TEAS_I-4098_19590129-0004
I-4098,19750331-0036,102.0,100.0,TEAS_I-4098_19750331-0036
I-4099,19560812-0016,222.0,240.0,TEAS_I-4099_19560812-0016
I-4099,19750512-0043,102.0,100.0,TEAS_I-4099_19750512-0043
I-4099,19930326-0132,133.0,140.0,TEAS_I-4099_19930326-0132
I-4100,19620522-0023,249.0,260.0,TEAS_I-4100_19620522-0023
I-4100,19771013-0040,89.0,100.0,TEAS_I-4100_19771013-0040
I-4100,19900119-0104,95.0,100.0,TEAS_I-4100_19900119-0104
I-4101,19610918-0027,248.0,260.0,TEAS_I-4101_19610918-0027
I-4101,19760524-0046,128.0,120.0,TEAS_I-4101_19760524-0046
I-4101,19900723-0126,136.0,120.0,TEAS_I-4101_19900723-0126
I-4102,19580515-0017,248.0,240.0,TEAS_I-4102_19580515-0017
I-4102,19761024-0034,138.0,140.0,TEAS_I-4102_19761024-0034
I-4102,19900723-0126,123.0,120.0,TEAS_I-4102_19900723-0126
I-4103,19640414-0013,275.0,260.0,TEAS_I-4103_19640414-0013
I-4103,19781130-0054,125.0,140.0,TEAS_I-4103_19781130-0054
I-4103,19901219-0125,106.0,120.0,TEAS_I-4103_19901219-0125
I-4104,19580218-0007,266.0,260.0,TEAS_I-4104_19580218-0007
I-4104,19771013-0040,120.0,100.0,TEAS_I-4104_19771013-0040
I-4105,19611219-0014,254.0,260.0,TEAS_I-4105_19611219-0014
I-4105,19750906-0032,100.0,120.0,TEAS_I-4105_19750906-0032
I-4105,19910122-0077,126.0,120.0,TEAS_I-4105_19910122-0077
I-4106,19640220-0029,246.0,260.0,TEAS_I-4106_19640220-0029
I-4106,19780602-0035,99.0,100.0,TEAS_I-4106_19780602-0035
I-4107,19630126-0001,286.0,280.0,TEAS_I-4107_19630126-0001
I-4107,19750122-0056,117.0,120.0,TEAS_I-4107_19750122-0056
I-4107,19910927-0128,117.0,100.0,TEAS_I-4107_19910927-0128
I-4108,19610620-0006,251.0,240.0,TEAS_I-4108_19610620-0006
I-4108,19750906-0032,85.0,100.0,TEAS_I-4108_19750906-0032
I-4108,19930302-0135,133.0,140.0,TEAS_I-4108_19930302-0135
I-4109,19620424-0026,285.0,280.0,TEAS_I-4109_19620424-0026
I-4109,19750722-0060,109.0,120.0,TEAS_I-4109_19750722-0060
I-4110,19610623-0005,235.0,240.0,TEAS_I-4110_19610623-0005
I-4110,19790717-0045,119.0,100.0,TEAS_I-4110_19790717-0045
I-4110,19900128-0095,83.0,100.0,TEAS_I-4110_19900128-0095
I-4111,19650303-0019,280.0,280.0,TEAS_I-4111_19650303-0019
I-4111,19751018-0039,137.0,120.0,TEAS_I-4111_19751018-0039
I-4111,19900426-0089,146.0,140.0,TEAS_I-4111_19900426-0089
I-4112,19600905-0003,255.0,240.0,TEAS_I-4112_19600905-0003
I-4112,19790717-0045,81.0,100.0,TEAS_I-4112_19790717-0045
I-4112,19900801-0130,104.0,100.0,TEAS_I-4112_19900801-0130
I-4113,19690408-0009,272.0,280.0,TEAS_I-4113_19690408-0009
I-4113,19780317-0052,155.0,140.0,TEAS_I-4113_19780317-0052
I-4114,19570828-0008,285.0,280.0,TEAS_I-4114_19570828-0008
I-4114,19761020-0044,107.0,100.0,TEAS_I-4114_19761020-0044
I-4115,19610620-0006,273.0,260.0,TEAS_I-4115_19610620-0006
I-4115,19780602-0035,115.0,100.0,TEAS_I-4115_19780602-0035
I-4116,19620831-0024,258.0,260.0,TEAS_I-4116_19620831-0024
I-4116,19760524-0046,107.0,120.0,TEAS_I-4116_19760524-0046
I-4116,19921218-0101,152.0,140.0,TEAS_I-4116_19921218-0101
I-4117,19600529-0021,261.0,280.0,TEAS_I-4117_19600529-0021
I-4117,19771013-0040,154.0,140.0,TEAS_I-4117_19771013-0040
I-4117,19920826-0088,131.0,120.0,TEAS_I-4117_19920826-0088
I-4118,19600905-0003,278.0,260.0,TEAS_I-4118_19600905-0003
I-4118,19750417-0051,120.0,120.0,TEAS_I-4118_19750417-0051
I-4119,19610620-0006,232.0,240.0,TEAS_I-4119_19610620-0006
I-4119,19780424-0057,116.0,100.0,TEAS_I-4119_19780424-0057
I-4120,19580515-0017,274.0,280.0,TEAS_I-4120_19580515-0017
I-4120,19750122-0056,97.0,100.0,TEAS_I-4120_19750122-0056
I-4120,19920917-0109,89.0,100.0,TEAS_I-4120_19920917-0109
I-4121,19560612-0010,270.0,280.0,TEAS_I-4121_19560612-0010
I-4121,19780815-0047,127.0,120.0,TEAS_I-4121_19780815-0047
I-4122,19570615-0011,251.0,260.0,TEAS_I-4122_19570615-0011
I-4122,19790618-0048,87.0,100.0,TEAS_I-4122_19790618-0048
