CourseInstance,StudentId,Status,Grade,CompKey22
I-811,19980906-0194,not started,,R_I-811_19980906-0194
I-2703,19980906-0194,completed,4.0,R_I-2703_19980906-0194
I-2190,19980906-0194,not started,,R_I-2190_19980906-0194
I-2813,19980906-0194,registered,,R_I-2813_19980906-0194
I-2084,19980906-0194,not started,,R_I-2084_19980906-0194
I-2295,19980906-0194,not started,,R_I-2295_19980906-0194
I-1956,19980824-0195,withdrawn,,R_I-1956_19980824-0195
I-364,19980824-0195,withdrawn,,R_I-364_19980824-0195
I-365,19980824-0195,withdrawn,,R_I-365_19980824-0195
I-4462,19980824-0195,not started,,R_I-4462_19980824-0195
I-366,19980824-0195,registered,,R_I-366_19980824-0195
I-372,19980824-0195,completed,4.0,R_I-372_19980824-0195
I-590,19980824-0195,not started,,R_I-590_19980824-0195
I-5497,19980824-0195,withdrawn,,R_I-5497_19980824-0195
I-2063,19980824-0195,withdrawn,,R_I-2063_19980824-0195
I-5520,19980824-0195,completed,4.0,R_I-5520_19980824-0195
I-369,19980824-0195,completed,5.0,R_I-369_19980824-0195
I-5475,19980824-0195,completed,4.0,R_I-5475_19980824-0195
I-2591,19980824-0195,registered,,R_I-2591_19980824-0195
I-482,19980824-0195,completed,5.0,R_I-482_19980824-0195
I-4466,19980824-0195,completed,3.0,R_I-4466_19980824-0195
I-487,19980824-0195,completed,5.0,R_I-487_19980824-0195
I-602,19980824-0195,completed,4.0,R_I-602_19980824-0195
I-605,19980824-0195,completed,4.0,R_I-605_19980824-0195
I-604,19980824-0195,not started,,R_I-604_19980824-0195
I-4692,19980824-0195,not started,,R_I-4692_19980824-0195
I-2168,19970416-0196,withdrawn,,R_I-2168_19970416-0196
I-805,19970416-0196,registered,,R_I-805_19970416-0196
I-1435,19970416-0196,withdrawn,,R_I-1435_19970416-0196
I-4035,19970416-0196,withdrawn,,R_I-4035_19970416-0196
I-2277,19970416-0196,not started,,R_I-2277_19970416-0196
I-2276,19970416-0196,registered,,R_I-2276_19970416-0196
I-2282,19970416-0196,completed,5.0,R_I-2282_19970416-0196
I-1007,19970416-0196,withdrawn,,R_I-1007_19970416-0196
I-3308,19970416-0196,not started,,R_I-3308_19970416-0196
I-1536,19970416-0196,not started,,R_I-1536_19970416-0196
I-4257,19970416-0196,not started,,R_I-4257_19970416-0196
I-2389,19970416-0196,withdrawn,,R_I-2389_19970416-0196
I-1756,19970416-0196,registered,,R_I-1756_19970416-0196
I-2392,19970416-0196,completed,5.0,R_I-2392_19970416-0196
I-1561,19970121-0197,withdrawn,,R_I-1561_19970121-0197
I-3645,19970121-0197,withdrawn,,R_I-3645_19970121-0197
I-1570,19970121-0197,completed,3.0,R_I-1570_19970121-0197
I-2718,19970121-0197,completed,5.0,R_I-2718_19970121-0197
I-1669,19970121-0197,not started,,R_I-1669_19970121-0197
I-5343,19970121-0197,registered,,R_I-5343_19970121-0197
I-102,19970121-0197,withdrawn,,R_I-102_19970121-0197
I-4823,19970121-0197,not started,,R_I-4823_19970121-0197
I-2912,19981018-0198,not started,,R_I-2912_19981018-0198
I-2916,19981018-0198,withdrawn,,R_I-2916_19981018-0198
I-2917,19981018-0198,withdrawn,,R_I-2917_19981018-0198
I-3621,19981018-0198,withdrawn,,R_I-3621_19981018-0198
I-3023,19981018-0198,registered,,R_I-3023_19981018-0198
I-4904,19981018-0198,completed,3.0,R_I-4904_19981018-0198
I-3026,19981018-0198,registered,,R_I-3026_19981018-0198
I-3738,19981018-0198,not started,,R_I-3738_19981018-0198
I-5297,19990323-0199,withdrawn,,R_I-5297_19990323-0199
I-686,19990323-0199,not started,,R_I-686_19990323-0199
I-687,19990323-0199,registered,,R_I-687_19990323-0199
I-691,19990323-0199,withdrawn,,R_I-691_19990323-0199
I-796,19990323-0199,withdrawn,,R_I-796_19990323-0199
I-798,19990323-0199,registered,,R_I-798_19990323-0199
I-1226,19990323-0199,withdrawn,,R_I-1226_19990323-0199
I-806,19990323-0199,withdrawn,,R_I-806_19990323-0199
I-2594,19990323-0199,withdrawn,,R_I-2594_19990323-0199
I-906,19990323-0199,not started,,R_I-906_19990323-0199
I-1852,19990323-0199,withdrawn,,R_I-1852_19990323-0199
I-4889,19990323-0199,registered,,R_I-4889_19990323-0199
I-3131,19930508-0061,registered,,R_I-3131_19930508-0061
I-1879,19930508-0061,completed,3.0,R_I-1879_19930508-0061
I-2508,19930508-0061,not started,,R_I-2508_19930508-0061
I-3135,19930508-0061,registered,,R_I-3135_19930508-0061
I-3133,19930508-0061,withdrawn,,R_I-3133_19930508-0061
I-3040,19930508-0061,not started,,R_I-3040_19930508-0061
I-3140,19930508-0061,withdrawn,,R_I-3140_19930508-0061
I-3643,19930508-0061,not started,,R_I-3643_19930508-0061
I-1465,19930508-0061,withdrawn,,R_I-1465_19930508-0061
I-3240,19930508-0061,registered,,R_I-3240_19930508-0061
I-3241,19930508-0061,not started,,R_I-3241_19930508-0061
I-3242,19930508-0061,registered,,R_I-3242_19930508-0061
I-5346,19930508-0061,completed,4.0,R_I-5346_19930508-0061
I-3150,19930508-0061,not started,,R_I-3150_19930508-0061
I-3764,19930508-0061,completed,3.0,R_I-3764_19930508-0061
I-3359,19930508-0061,completed,3.0,R_I-3359_19930508-0061
I-2628,19930508-0061,withdrawn,,R_I-2628_19930508-0061
I-5347,19930508-0061,withdrawn,,R_I-5347_19930508-0061
I-1581,19930508-0061,not started,,R_I-1581_19930508-0061
I-5462,19930508-0061,not started,,R_I-5462_19930508-0061
I-347,19931118-0062,completed,3.0,R_I-347_19931118-0062
I-1413,19931118-0062,registered,,R_I-1413_19931118-0062
I-679,19931118-0062,withdrawn,,R_I-679_19931118-0062
I-3803,19931118-0062,withdrawn,,R_I-3803_19931118-0062
I-2044,19931118-0062,not started,,R_I-2044_19931118-0062
I-683,19931118-0062,completed,3.0,R_I-683_19931118-0062
I-682,19931118-0062,registered,,R_I-682_19931118-0062
I-4126,19931118-0062,completed,4.0,R_I-4126_19931118-0062
I-777,19931118-0062,registered,,R_I-777_19931118-0062
I-788,19931118-0062,withdrawn,,R_I-788_19931118-0062
I-791,19931118-0062,registered,,R_I-791_19931118-0062
I-570,19931118-0062,withdrawn,,R_I-570_19931118-0062
I-790,19931118-0062,withdrawn,,R_I-790_19931118-0062
I-898,19931118-0062,withdrawn,,R_I-898_19931118-0062
I-1002,19931118-0062,completed,3.0,R_I-1002_19931118-0062
I-904,19931118-0062,not started,,R_I-904_19931118-0062
I-165,19931118-0062,withdrawn,,R_I-165_19931118-0062
I-4057,19900520-0063,completed,3.0,R_I-4057_19900520-0063
I-5319,19900520-0063,completed,4.0,R_I-5319_19900520-0063
I-5320,19900520-0063,not started,,R_I-5320_19900520-0063
I-75,19900520-0063,not started,,R_I-75_19900520-0063
I-5321,19900520-0063,withdrawn,,R_I-5321_19900520-0063
I-5324,19900520-0063,not started,,R_I-5324_19900520-0063
I-4267,19900520-0063,completed,3.0,R_I-4267_19900520-0063
I-5323,19900520-0063,completed,5.0,R_I-5323_19900520-0063
I-3631,19900520-0063,completed,4.0,R_I-3631_19900520-0063
I-4071,19900520-0063,withdrawn,,R_I-4071_19900520-0063
I-5437,19900520-0063,completed,4.0,R_I-5437_19900520-0063
I-193,19900520-0063,completed,3.0,R_I-193_19900520-0063
I-5439,19900520-0063,not started,,R_I-5439_19900520-0063
I-4437,19900124-0064,registered,,R_I-4437_19900124-0064
I-344,19900124-0064,not started,,R_I-344_19900124-0064
I-2361,19900124-0064,registered,,R_I-2361_19900124-0064
I-348,19900124-0064,not started,,R_I-348_19900124-0064
I-349,19900124-0064,registered,,R_I-349_19900124-0064
I-346,19900124-0064,completed,3.0,R_I-346_19900124-0064
I-140,19900124-0064,not started,,R_I-140_19900124-0064
I-351,19900124-0064,not started,,R_I-351_19900124-0064
I-3802,19900124-0064,registered,,R_I-3802_19900124-0064
I-681,19900124-0064,withdrawn,,R_I-681_19900124-0064
I-148,19900124-0064,withdrawn,,R_I-148_19900124-0064
I-461,19900124-0064,withdrawn,,R_I-461_19900124-0064
I-255,19900124-0064,not started,,R_I-255_19900124-0064
I-463,19900124-0064,not started,,R_I-463_19900124-0064
I-1727,19900124-0064,completed,4.0,R_I-1727_19900124-0064
I-462,19900124-0064,completed,4.0,R_I-462_19900124-0064
I-5474,19900124-0064,completed,4.0,R_I-5474_19900124-0064
I-5518,19900124-0064,not started,,R_I-5518_19900124-0064
I-466,19900124-0064,completed,3.0,R_I-466_19900124-0064
I-1310,19900124-0064,registered,,R_I-1310_19900124-0064
I-471,19900124-0064,registered,,R_I-471_19900124-0064
I-1426,19900124-0064,withdrawn,,R_I-1426_19900124-0064
I-5495,19900124-0064,registered,,R_I-5495_19900124-0064
I-1540,19900124-0064,registered,,R_I-1540_19900124-0064
I-582,19900124-0064,not started,,R_I-582_19900124-0064
I-5307,19900124-0064,completed,3.0,R_I-5307_19900124-0064
I-583,19900124-0064,withdrawn,,R_I-583_19900124-0064
I-1514,19920122-0065,registered,,R_I-1514_19920122-0065
I-5291,19920122-0065,withdrawn,,R_I-5291_19920122-0065
I-3498,19920122-0065,completed,4.0,R_I-3498_19920122-0065
I-1517,19920122-0065,withdrawn,,R_I-1517_19920122-0065
I-3608,19920122-0065,completed,4.0,R_I-3608_19920122-0065
I-3100,19920122-0065,registered,,R_I-3100_19920122-0065
I-1627,19920122-0065,withdrawn,,R_I-1627_19920122-0065
I-1630,19920122-0065,withdrawn,,R_I-1630_19920122-0065
I-2462,19931203-0066,registered,,R_I-2462_19931203-0066
I-4128,19931203-0066,registered,,R_I-4128_19931203-0066
I-1200,19931203-0066,not started,,R_I-1200_19931203-0066
I-881,19931203-0066,completed,3.0,R_I-881_19931203-0066
I-3707,19931203-0066,completed,3.0,R_I-3707_19931203-0066
I-4333,19931203-0066,registered,,R_I-4333_19931203-0066
I-4242,19931203-0066,registered,,R_I-4242_19931203-0066
I-3714,19931203-0066,completed,4.0,R_I-3714_19931203-0066
I-1981,19910421-0067,registered,,R_I-1981_19910421-0067
I-4277,19910421-0067,completed,4.0,R_I-4277_19910421-0067
I-1036,19910421-0067,withdrawn,,R_I-1036_19910421-0067
I-3540,19910421-0067,registered,,R_I-3540_19910421-0067
I-5237,19910421-0067,registered,,R_I-5237_19910421-0067
I-4386,19910421-0067,not started,,R_I-4386_19910421-0067
I-2099,19910421-0067,completed,4.0,R_I-2099_19910421-0067
I-2100,19910421-0067,withdrawn,,R_I-2100_19910421-0067
I-5460,19910421-0067,withdrawn,,R_I-5460_19910421-0067
I-2214,19910421-0067,withdrawn,,R_I-2214_19910421-0067
I-2216,19910421-0067,completed,5.0,R_I-2216_19910421-0067
I-5461,19910421-0067,not started,,R_I-5461_19910421-0067
I-2217,19910421-0067,not started,,R_I-2217_19910421-0067
I-2220,19910421-0067,completed,3.0,R_I-2220_19910421-0067
I-743,19910421-0067,completed,4.0,R_I-743_19910421-0067
I-2219,19910421-0067,registered,,R_I-2219_19910421-0067
I-362,19910514-0068,withdrawn,,R_I-362_19910514-0068
I-3003,19910514-0068,registered,,R_I-3003_19910514-0068
I-5296,19910514-0068,completed,5.0,R_I-5296_19910514-0068
I-3707,19910514-0068,not started,,R_I-3707_19910514-0068
I-5294,19910514-0068,registered,,R_I-5294_19910514-0068
I-3405,19910514-0068,registered,,R_I-3405_19910514-0068
I-5298,19910514-0068,registered,,R_I-5298_19910514-0068
I-5297,19910514-0068,withdrawn,,R_I-5297_19910514-0068
I-5408,19910514-0068,registered,,R_I-5408_19910514-0068
I-1224,19910514-0068,withdrawn,,R_I-1224_19910514-0068
I-5411,19910514-0068,withdrawn,,R_I-5411_19910514-0068
I-4251,19910514-0068,registered,,R_I-4251_19910514-0068
I-1984,19911116-0069,withdrawn,,R_I-1984_19911116-0069
I-2932,19911116-0069,not started,,R_I-2932_19911116-0069
I-2409,19911116-0069,registered,,R_I-2409_19911116-0069
I-5228,19911116-0069,completed,5.0,R_I-5228_19911116-0069
I-3042,19911116-0069,completed,5.0,R_I-3042_19911116-0069
I-3050,19911116-0069,registered,,R_I-3050_19911116-0069
I-3048,19911116-0069,completed,5.0,R_I-3048_19911116-0069
I-3049,19911116-0069,registered,,R_I-3049_19911116-0069
I-205,19911116-0069,withdrawn,,R_I-205_19911116-0069
I-736,19911116-0069,completed,5.0,R_I-736_19911116-0069
I-2912,19920828-0070,registered,,R_I-2912_19920828-0070
I-2916,19920828-0070,not started,,R_I-2916_19920828-0070
I-5418,19920828-0070,withdrawn,,R_I-5418_19920828-0070
I-3118,19920828-0070,completed,4.0,R_I-3118_19920828-0070
I-2913,19920828-0070,not started,,R_I-2913_19920828-0070
I-3119,19920828-0070,withdrawn,,R_I-3119_19920828-0070
I-3621,19920828-0070,withdrawn,,R_I-3621_19920828-0070
I-381,19920828-0070,completed,3.0,R_I-381_19920828-0070
I-3934,19920828-0070,withdrawn,,R_I-3934_19920828-0070
I-2919,19920828-0070,registered,,R_I-2919_19920828-0070
I-3023,19920828-0070,registered,,R_I-3023_19920828-0070
I-3738,19920828-0070,completed,5.0,R_I-3738_19920828-0070
I-3031,19920828-0070,not started,,R_I-3031_19920828-0070
I-3029,19920828-0070,not started,,R_I-3029_19920828-0070
I-2262,19901029-0071,withdrawn,,R_I-2262_19901029-0071
I-4662,19901029-0071,not started,,R_I-4662_19901029-0071
I-4978,19901029-0071,withdrawn,,R_I-4978_19901029-0071
I-2271,19901029-0071,not started,,R_I-2271_19901029-0071
I-2269,19901029-0071,not started,,R_I-2269_19901029-0071
I-2267,19901029-0071,not started,,R_I-2267_19901029-0071
I-2050,19901029-0071,not started,,R_I-2050_19901029-0071
I-2378,19901029-0071,registered,,R_I-2378_19901029-0071
I-2379,19901029-0071,withdrawn,,R_I-2379_19901029-0071
I-5201,19901029-0071,completed,5.0,R_I-5201_19901029-0071
I-3209,19901029-0071,registered,,R_I-3209_19901029-0071
I-2382,19901029-0071,completed,5.0,R_I-2382_19901029-0071
I-4559,19901029-0071,registered,,R_I-4559_19901029-0071
I-3008,19901029-0071,not started,,R_I-3008_19901029-0071
I-3820,19901029-0071,withdrawn,,R_I-3820_19901029-0071
I-2273,19901029-0071,withdrawn,,R_I-2273_19901029-0071
I-2477,19920206-0072,withdrawn,,R_I-2477_19920206-0072
I-585,19920206-0072,completed,3.0,R_I-585_19920206-0072
I-3114,19920206-0072,completed,4.0,R_I-3114_19920206-0072
I-2591,19920206-0072,registered,,R_I-2591_19920206-0072
I-708,19920206-0072,registered,,R_I-708_19920206-0072
I-595,19920206-0072,not started,,R_I-595_19920206-0072
I-4254,19920206-0072,completed,5.0,R_I-4254_19920206-0072
I-2926,19920602-0073,completed,4.0,R_I-2926_19920602-0073
I-610,19920602-0073,not started,,R_I-610_19920602-0073
I-2717,19920602-0073,completed,5.0,R_I-2717_19920602-0073
I-1458,19920602-0073,withdrawn,,R_I-1458_19920602-0073
I-2822,19920602-0073,not started,,R_I-2822_19920602-0073
I-1570,19920602-0073,registered,,R_I-1570_19920602-0073
I-2823,19920602-0073,completed,5.0,R_I-2823_19920602-0073
I-1036,19920602-0073,completed,3.0,R_I-1036_19920602-0073
I-4437,19900201-0074,completed,4.0,R_I-4437_19900201-0074
I-344,19900201-0074,withdrawn,,R_I-344_19900201-0074
I-4132,19900201-0074,completed,4.0,R_I-4132_19900201-0074
I-349,19900201-0074,not started,,R_I-349_19900201-0074
I-348,19900201-0074,registered,,R_I-348_19900201-0074
I-2672,19900201-0074,not started,,R_I-2672_19900201-0074
I-5472,19900201-0074,not started,,R_I-5472_19900201-0074
I-148,19900201-0074,completed,4.0,R_I-148_19900201-0074
I-461,19900201-0074,not started,,R_I-461_19900201-0074
I-462,19900201-0074,completed,3.0,R_I-462_19900201-0074
I-463,19900201-0074,completed,4.0,R_I-463_19900201-0074
I-255,19900201-0074,registered,,R_I-255_19900201-0074
I-470,19900201-0074,not started,,R_I-470_19900201-0074
I-5473,19900201-0074,registered,,R_I-5473_19900201-0074
I-5518,19900201-0074,not started,,R_I-5518_19900201-0074
I-469,19900201-0074,completed,3.0,R_I-469_19900201-0074
I-5495,19900201-0074,not started,,R_I-5495_19900201-0074
I-3818,19900201-0074,completed,3.0,R_I-3818_19900201-0074
I-466,19900201-0074,registered,,R_I-466_19900201-0074
I-1310,19900201-0074,registered,,R_I-1310_19900201-0074
I-581,19900201-0074,not started,,R_I-581_19900201-0074
I-582,19900201-0074,registered,,R_I-582_19900201-0074
I-2478,19900201-0074,registered,,R_I-2478_19900201-0074
I-583,19900201-0074,completed,5.0,R_I-583_19900201-0074
I-1743,19900201-0074,registered,,R_I-1743_19900201-0074
I-589,19900201-0074,withdrawn,,R_I-589_19900201-0074
I-3720,19900201-0074,withdrawn,,R_I-3720_19900201-0074
I-4563,19900201-0074,not started,,R_I-4563_19900201-0074
I-586,19900201-0074,completed,3.0,R_I-586_19900201-0074
I-1514,19920226-0075,completed,3.0,R_I-1514_19920226-0075
I-991,19920226-0075,withdrawn,,R_I-991_19920226-0075
I-1516,19920226-0075,registered,,R_I-1516_19920226-0075
I-2041,19920226-0075,withdrawn,,R_I-2041_19920226-0075
I-1625,19920226-0075,not started,,R_I-1625_19920226-0075
I-3100,19920226-0075,not started,,R_I-3100_19920226-0075
I-1627,19920226-0075,withdrawn,,R_I-1627_19920226-0075
I-4871,19920226-0075,withdrawn,,R_I-4871_19920226-0075
I-4973,19900619-0076,registered,,R_I-4973_19900619-0076
I-1623,19900619-0076,not started,,R_I-1623_19900619-0076
I-3188,19900619-0076,withdrawn,,R_I-3188_19900619-0076
I-3597,19900619-0076,completed,3.0,R_I-3597_19900619-0076
I-5295,19900619-0076,not started,,R_I-5295_19900619-0076
I-1944,19900619-0076,completed,5.0,R_I-1944_19900619-0076
I-1430,19900619-0076,withdrawn,,R_I-1430_19900619-0076
I-3709,19900619-0076,completed,3.0,R_I-3709_19900619-0076
I-3400,19910122-0077,withdrawn,,R_I-3400_19910122-0077
I-3401,19910122-0077,completed,3.0,R_I-3401_19910122-0077
I-2050,19910122-0077,not started,,R_I-2050_19910122-0077
I-3403,19910122-0077,withdrawn,,R_I-3403_19910122-0077
I-996,19910122-0077,not started,,R_I-996_19910122-0077
I-890,19910122-0077,registered,,R_I-890_19910122-0077
I-3410,19910122-0077,withdrawn,,R_I-3410_19910122-0077
I-3407,19910122-0077,withdrawn,,R_I-3407_19910122-0077
I-3411,19910122-0077,completed,4.0,R_I-3411_19910122-0077
I-3406,19910122-0077,not started,,R_I-3406_19910122-0077
I-4670,19910122-0077,completed,4.0,R_I-4670_19910122-0077
I-3512,19910122-0077,completed,4.0,R_I-3512_19910122-0077
I-3514,19910122-0077,not started,,R_I-3514_19910122-0077
I-2796,19910122-0077,completed,3.0,R_I-2796_19910122-0077
I-1522,19910820-0078,completed,3.0,R_I-1522_19910820-0078
I-46,19910820-0078,withdrawn,,R_I-46_19910820-0078
I-1528,19910820-0078,registered,,R_I-1528_19910820-0078
I-1524,19910820-0078,completed,4.0,R_I-1524_19910820-0078
I-1525,19910820-0078,not started,,R_I-1525_19910820-0078
I-1632,19910820-0078,completed,4.0,R_I-1632_19910820-0078
I-2477,19910820-0078,withdrawn,,R_I-2477_19910820-0078
I-2484,19910820-0078,registered,,R_I-2484_19910820-0078
I-1634,19910820-0078,not started,,R_I-1634_19910820-0078
I-2883,19931212-0079,completed,3.0,R_I-2883_19931212-0079
I-886,19931212-0079,not started,,R_I-886_19931212-0079
I-2568,19931212-0079,completed,3.0,R_I-2568_19931212-0079
I-2362,19931212-0079,registered,,R_I-2362_19931212-0079
I-2996,19931212-0079,registered,,R_I-2996_19931212-0079
I-2997,19931212-0079,completed,5.0,R_I-2997_19931212-0079
I-3000,19931212-0079,completed,5.0,R_I-3000_19931212-0079
I-2999,19931212-0079,registered,,R_I-2999_19931212-0079
I-1339,19900321-0080,not started,,R_I-1339_19900321-0080
I-1018,19900321-0080,withdrawn,,R_I-1018_19900321-0080
I-5002,19900321-0080,withdrawn,,R_I-5002_19900321-0080
I-1020,19900321-0080,withdrawn,,R_I-1020_19900321-0080
I-1661,19900321-0080,withdrawn,,R_I-1661_19900321-0080
I-2616,19900321-0080,registered,,R_I-2616_19900321-0080
I-4814,19900321-0080,withdrawn,,R_I-4814_19900321-0080
I-2617,19900321-0080,withdrawn,,R_I-2617_19900321-0080
I-4495,19900321-0080,not started,,R_I-4495_19900321-0080
I-837,19900321-0080,not started,,R_I-837_19900321-0080
I-1300,19910206-0081,not started,,R_I-1300_19910206-0081
I-1301,19910206-0081,not started,,R_I-1301_19910206-0081
I-1306,19910206-0081,registered,,R_I-1306_19910206-0081
I-3805,19910206-0081,completed,3.0,R_I-3805_19910206-0081
I-2471,19910206-0081,not started,,R_I-2471_19910206-0081
I-2051,19910206-0081,registered,,R_I-2051_19910206-0081
I-1425,19910206-0081,not started,,R_I-1425_19910206-0081
I-1426,19910206-0081,withdrawn,,R_I-1426_19910206-0081
I-4338,19930829-0082,completed,3.0,R_I-4338_19930829-0082
I-4668,19930829-0082,withdrawn,,R_I-4668_19930829-0082
I-1213,19930829-0082,completed,5.0,R_I-1213_19930829-0082
I-5292,19930829-0082,not started,,R_I-5292_19930829-0082
I-472,19930829-0082,completed,3.0,R_I-472_19930829-0082
I-474,19930829-0082,registered,,R_I-474_19930829-0082
I-804,19930829-0082,withdrawn,,R_I-804_19930829-0082
I-5519,19930829-0082,registered,,R_I-5519_19930829-0082
I-1123,19930829-0082,completed,4.0,R_I-1123_19930829-0082
I-592,19930829-0082,registered,,R_I-592_19930829-0082
I-596,19930829-0082,completed,4.0,R_I-596_19930829-0082
I-3728,19930829-0082,completed,3.0,R_I-3728_19930829-0082
I-4551,19900317-0083,withdrawn,,R_I-4551_19900317-0083
I-4981,19900317-0083,completed,5.0,R_I-4981_19900317-0083
I-3608,19900317-0083,completed,5.0,R_I-3608_19900317-0083
I-3812,19900317-0083,not started,,R_I-3812_19900317-0083
I-3923,19900317-0083,completed,5.0,R_I-3923_19900317-0083
I-4776,19900317-0083,withdrawn,,R_I-4776_19900317-0083
I-476,19900317-0083,withdrawn,,R_I-476_19900317-0083
I-1743,19900317-0083,registered,,R_I-1743_19900317-0083
I-4043,19900317-0083,not started,,R_I-4043_19900317-0083
I-5211,19900317-0083,withdrawn,,R_I-5211_19900317-0083
I-4793,19900317-0083,withdrawn,,R_I-4793_19900317-0083
I-4047,19900317-0083,registered,,R_I-4047_19900317-0083
I-5314,19900317-0083,not started,,R_I-5314_19900317-0083
I-592,19900317-0083,not started,,R_I-592_19900317-0083
I-2489,19900317-0083,completed,4.0,R_I-2489_19900317-0083
I-4050,19900317-0083,withdrawn,,R_I-4050_19900317-0083
I-4177,19910214-0084,completed,3.0,R_I-4177_19910214-0084
I-1766,19910214-0084,not started,,R_I-1766_19910214-0084
I-5020,19910214-0084,completed,5.0,R_I-5020_19910214-0084
I-1768,19910214-0084,completed,3.0,R_I-1768_19910214-0084
I-1767,19910214-0084,not started,,R_I-1767_19910214-0084
I-4598,19910214-0084,registered,,R_I-4598_19910214-0084
I-1771,19910214-0084,completed,4.0,R_I-1771_19910214-0084
I-827,19910214-0084,registered,,R_I-827_19910214-0084
I-1776,19910214-0084,registered,,R_I-1776_19910214-0084
I-2825,19910214-0084,completed,4.0,R_I-2825_19910214-0084
I-5341,19910214-0084,withdrawn,,R_I-5341_19910214-0084
I-1881,19910214-0084,completed,3.0,R_I-1881_19910214-0084
I-2208,19910214-0084,not started,,R_I-2208_19910214-0084
I-1882,19910214-0084,completed,3.0,R_I-1882_19910214-0084
I-43,19901002-0085,withdrawn,,R_I-43_19901002-0085
I-465,19901002-0085,completed,4.0,R_I-465_19901002-0085
I-1730,19901002-0085,registered,,R_I-1730_19901002-0085
I-1729,19901002-0085,completed,4.0,R_I-1729_19901002-0085
I-1728,19901002-0085,withdrawn,,R_I-1728_19901002-0085
I-1731,19901002-0085,not started,,R_I-1731_19901002-0085
I-1735,19901002-0085,not started,,R_I-1735_19901002-0085
I-1841,19901002-0085,not started,,R_I-1841_19901002-0085
I-4560,19901002-0085,not started,,R_I-4560_19901002-0085
I-799,19901002-0085,completed,3.0,R_I-799_19901002-0085
I-1843,19901002-0085,withdrawn,,R_I-1843_19901002-0085
I-3619,19901002-0085,registered,,R_I-3619_19901002-0085
I-4437,19930228-0086,withdrawn,,R_I-4437_19930228-0086
I-344,19930228-0086,completed,5.0,R_I-344_19930228-0086
I-345,19930228-0086,not started,,R_I-345_19930228-0086
I-349,19930228-0086,registered,,R_I-349_19930228-0086
I-3501,19930228-0086,completed,4.0,R_I-3501_19930228-0086
I-4132,19930228-0086,completed,4.0,R_I-4132_19930228-0086
I-5471,19930228-0086,withdrawn,,R_I-5471_19930228-0086
I-148,19930228-0086,not started,,R_I-148_19930228-0086
I-461,19930228-0086,not started,,R_I-461_19930228-0086
I-462,19930228-0086,completed,3.0,R_I-462_19930228-0086
I-465,19930228-0086,withdrawn,,R_I-465_19930228-0086
I-463,19930228-0086,completed,5.0,R_I-463_19930228-0086
I-468,19930228-0086,registered,,R_I-468_19930228-0086
I-5496,19930228-0086,withdrawn,,R_I-5496_19930228-0086
I-5473,19930228-0086,not started,,R_I-5473_19930228-0086
I-466,19930228-0086,registered,,R_I-466_19930228-0086
I-5518,19930228-0086,registered,,R_I-5518_19930228-0086
I-469,19930228-0086,withdrawn,,R_I-469_19930228-0086
I-1104,19930228-0086,completed,4.0,R_I-1104_19930228-0086
I-470,19930228-0086,registered,,R_I-470_19930228-0086
I-581,19930228-0086,registered,,R_I-581_19930228-0086
I-1115,19930228-0086,withdrawn,,R_I-1115_19930228-0086
I-584,19930228-0086,completed,5.0,R_I-584_19930228-0086
I-590,19930228-0086,not started,,R_I-590_19930228-0086
I-5221,19901108-0087,completed,4.0,R_I-5221_19901108-0087
I-2187,19901108-0087,completed,4.0,R_I-2187_19901108-0087
I-4482,19901108-0087,registered,,R_I-4482_19901108-0087
I-3130,19901108-0087,registered,,R_I-3130_19901108-0087
I-1357,19901108-0087,not started,,R_I-1357_19901108-0087
I-4910,19901108-0087,completed,4.0,R_I-4910_19901108-0087
I-2511,19901108-0087,completed,3.0,R_I-2511_19901108-0087
I-1033,19901108-0087,not started,,R_I-1033_19901108-0087
I-1473,19901108-0087,withdrawn,,R_I-1473_19901108-0087
I-3344,19901108-0087,registered,,R_I-3344_19901108-0087
I-3346,19901108-0087,not started,,R_I-3346_19901108-0087
I-3348,19901108-0087,withdrawn,,R_I-3348_19901108-0087
I-2506,19920826-0088,completed,4.0,R_I-2506_19920826-0088
I-2507,19920826-0088,registered,,R_I-2507_19920826-0088
I-2509,19920826-0088,completed,5.0,R_I-2509_19920826-0088
I-1353,19920826-0088,not started,,R_I-1353_19920826-0088
I-507,19920826-0088,completed,3.0,R_I-507_19920826-0088
I-2513,19920826-0088,withdrawn,,R_I-2513_19920826-0088
I-2514,19920826-0088,withdrawn,,R_I-2514_19920826-0088
I-2515,19920826-0088,registered,,R_I-2515_19920826-0088
I-295,19920826-0088,registered,,R_I-295_19920826-0088
I-2517,19920826-0088,withdrawn,,R_I-2517_19920826-0088
I-2618,19920826-0088,registered,,R_I-2618_19920826-0088
I-5027,19920826-0088,not started,,R_I-5027_19920826-0088
I-2620,19920826-0088,registered,,R_I-2620_19920826-0088
I-2624,19920826-0088,not started,,R_I-2624_19920826-0088
I-1665,19900426-0089,completed,3.0,R_I-1665_19900426-0089
I-1244,19900426-0089,not started,,R_I-1244_19900426-0089
I-1027,19900426-0089,withdrawn,,R_I-1027_19900426-0089
I-3648,19900426-0089,completed,4.0,R_I-3648_19900426-0089
I-3755,19900426-0089,registered,,R_I-3755_19900426-0089
I-1371,19900426-0089,registered,,R_I-1371_19900426-0089
I-409,19900426-0089,registered,,R_I-409_19900426-0089
